date,traffic,newsTitle,predicted_label,score
2016-11-29,"50,000+",In an unexpected sighting Tuesday former Vice President Dan Quayle showed up at Trump Tower to offer his personal congratulations to Presidentelect Donald Trump who has been meeting with potential Cabinet picks this afternoon I was in the area,politics,0.7989209890365601
2016-11-29,"100,000+",For months Darren Sharpers actions played on repeat across four states More than a dozen accusers came forward in a case that would ultimately require him to be sentenced in five jurisdictions one of which was a federal court The final sentence,crime,0.9617343544960022
2016-11-29,"100,000+",Such is Dolly Partons love for Christmas that she has painted the elevator in her house to look like a chimney and comes down it every year to bestow presents upon her nieces and nephews dressed as Granny Claus And in the 80s she once flew,media and entertainment,0.47686171531677246
2016-11-29,"50,000+",Rams Coach Jeff Fisher insists Hall of Fame running back Eric Dickerson is welcome to be around the team Dickerson says he holds no ill will toward Fisher But neither man gave ground Tuesday in their feud one that has plunged the struggling NFL team,sports,0.63592529296875
2016-11-29,"50,000+",A man who was helping clean areas near the Gatlinburg fire in Tennessee found a soaking wet Bible verse that mentions a raging fire and now people are using the verse as a sign of hope to get through the devastation The devastating blaze has swept,religion,0.7745465040206909
2016-11-29,"100,000+",Every year on the Tuesday after Thanksgiving groups around the world encourage kicking off the holiday season with charitable gifts The unofficial holiday known as GivingTuesday was launched in 2012 in response to the onslaught of commercialism on,technology,0.17784607410430908
2016-11-29,"500,000+",Jagdish Chandra Bose was by all accounts a modernday renaissance man Born in what is now known as Bangladesh in 1858 Bose was chiefly a scientist who made several contributions to various fields including physics biology and archaeology,science,0.9607402682304382
2016-11-29,"50,000+",Even though The Walking Dead hasnt featured Jeffrey Dean Morgans Negan in all of the episodes in which his name is spoken the dastardly villains presence nonetheless weighs heavy every Sunday night And for viewers like me who relish Negans,media and entertainment,0.6921970248222351
2016-11-29,"50,000+",If the Giants need a new kicker they might want to try out Kate Maras ex The Hollywood starlet appearing on Tuesday nights episode of Conan related the time her former boyfriend fumbled the Lombardi Trophy at her family home  the Maras own,celebrity,0.9102969765663147
2016-11-29,"50,000+",News of Florida rap newcomer Kodak Blacks release from prison is bittersweet since hes finally out of St Lucie Countys hair However a newfound sexual assault charge has given more bitterness to the skimpy taste of freedom now that he is being,crime,0.5464382767677307
2016-11-29,"200,000+",Though shes known for bringing laughs with comedic performances in The King of Queens and Old School Leah Reminis latest project deals with very serious subject matter In a new AE docuseries which she executive produced Leah Remini,tragedy,0.7768454551696777
2016-11-29,"50,000+",McConnell cited the Supreme Courts 1989 decision in Texas v Johnson which held flag burning to be a protected form of free speech No act of speech is so obnoxious that it merits tampering with our First Amendment Our Constitution and our country,history,0.36096733808517456
2016-11-29,"100,000+",Who knows he may also be their best running back cornerback and kicker as well Its actually quite simple  Odell Beckham Jr is the Giants best playmaker which puts coach Ben McAdoo in a sticky situation considering the damage Beckham did as a,sports,0.7433227896690369
2016-11-29,"50,000+",GATLINBURG Tenn WATE  Dozens of people were trapped inside the Park Vista Hotel in Gatlinburg as wild fires burn outside the building Logan Baker a hotel guest who is at the hotel staying with his family said when he checkedin the hotel was,tragedy,0.9144205451011658
2016-11-29,"50,000+",GATLINBURG  Update at 135 pm Tuesday Tennessee Ripleys Aquarium of the Smokies is intact and officials say first and foremost they want to thank the first responders for risking their lives to save our community We would also like to thank,environment,0.47715437412261963
2016-11-29,"50,000+",The onehour animated TV special Rudolph the RedNosed Reindeer debuted more than 50 years ago yet remains a Christmas season viewing tradition for many American families despite  or perhaps because of  its dated visual effects computer,media and entertainment,0.8598232865333557
2016-11-29,"200,000+",Tom Price to head the Department of Health and Human Services and tapped Seema Verma a health care consultant to head the Centers for Medicare  Medicaid Services Thats the part of HHS that oversees Medicare Medicaid and the Childrens Health,health,0.9416400790214539
2016-11-29,"50,000+",WASHINGTON  Steven Mnuchin a financier with deep roots on Wall Street and in Hollywood but no government experience is expected to be named Donald J Trumps Treasury secretary as soon as Wednesday people close to the transition say,politics,0.5909153819084167
2016-11-30,"50,000+",Seyfried showed off her bump in black Givenchy on Tuesday at an event launching the designers Live Irrésistible fragrance In the nottoodistant future the parentstobe will be seen on screen together in The Last Word a comedy scheduled to hit,media and entertainment,0.8729004859924316
2016-11-30,"50,000+",How many different things did tonights episode of Arrow need to be Let us count the ways It needed to continue the conflicts set up in The CWs ambitious DC crossover It needed to balance nonArrow characters within its narrative And it needed to,media and entertainment,0.8677699565887451
2016-11-30,"50,000+",Nicki Minajs freestyle over Rae Sremmurds Black Beatles have fans going on bonkers on social media The Queen Barbzs Black Barbies song features the rap star tackling a number of subjects including Donald Trump Island girl Donald Trump want,media and entertainment,0.8624598383903503
2016-11-30,"50,000+",INDEPENDENCE Ohio  Cleveland Cavaliers coach Tyronn Lue called JR Smiths ingame hug with a Milwaukee Bucks bench player  leading to a wideopen score for the opposition  an embarrassing moment and met with the Cavs guard to address,environment,0.8505329489707947
2016-11-30,"50,000+",When Dolly Partons Coat of Many Colors aired on NBC last December it became the highestrated TV movie since 2011 capturing almost 13 million viewers Its liveplusseven ratingthe total number of viewers who watched live or ondemand in the first,media and entertainment,0.8780013918876648
2016-11-30,"50,000+",Seems Lucious hotheaded pal from back in the day is miffed that Empire enticed him into a label that was supposed to include Freda Gatz on the roster only to learn the rap sensation wants nothing to do with the Lyons Wait but wasnt it Lucious who,history,0.8443161845207214
2016-11-30,"100,000+",Multiple sources tell E News that Irina Shayk is expecting her first child with Bradley Cooper According to one insider the pregnant star is in her second trimester and is so excited about becoming a mother for the very first time Bradleys rep,celebrity,0.8097740411758423
2016-11-30,"100,000+",Keo Woolford a Hawaiian actor and filmmaker who played Detective James Chang in the current CBS television series Hawaii FiveO died on Monday in Oahu Hawaii He was 49 The cause was complications of a stroke said his niece Raeceen Woolford,media and entertainment,0.7277254462242126
2016-11-30,"100,000+",Isaiah Austin the former Baylor basketball star who was diagnosed with Marfan syndrome during his 2014 NBA draft combine workout has been cleared by doctors to return to playing basketball he said Ever since the draft Ive been getting checked by,health,0.8608105182647705
2016-11-30,"50,000+",WASHINGTON  House Democrats on Wednesday rejected appeals that they need new leaders to win back disaffected voters reelecting Representative Nancy Pelosi of California to an eighth term as House leader over a Rust Belt congressman who said,politics,0.7435674071311951
2016-11-30,"100,000+",Diamond whose first hit single Solitary Man was released in 1966 kicks off the US leg of his world tour on April 7th in Fresno California Tickets for the 50 Year Anniversary World Tour go on sale December 9th via Live Nation Neil Diamond is,celebrity,0.9070935845375061
2016-11-30,"100,000+",SINGAPORE Oil prices shot up 13 percent smashing trading volume records after OPEC and Russia cut a deal to reduce output to drain a global supply glut but analysts warned they could remain modest by historical comparison as other producers fill the,bussiness,0.18013779819011688
2016-11-30,"50,000+",Pentatonix released a recording of the song in September with Parton herself featured on the record The band also performed the song with singersongwriter Jennifer Nettles at the 2016 Country Music Awards earlier this month as a tribute to the,media and entertainment,0.5311072468757629
2016-11-30,"50,000+",Enzo Zidane made his dad proud by scoring a goal on his Real Madrid debut in a crushing Copa del Rey victory Zinedine Zidane gave his 21yearold son a chance against thirddivision Cultural Leonesa and he took full advantage finding the net with a,sports,0.7979456186294556
2016-11-30,"50,000+",Sarah Palin has been in touch with Trump transition officials about a role with the incoming administration according to sources close to the former Alaska governor While there is no confirmation what specific position she might be interested in her,politics,0.8004476428031921
2016-11-30,"100,000+",Sherri Papinis husband may have compromised the investigation into her kidnapping when he released details of her time in captivity to the media without notifying law enforcement Shasta County Sheriff Tom Bosenko said Wednesday I did not know he,crime,0.5658881664276123
2016-11-30,"50,000+",Pascal Le Segretain  Amanda Seyfried and Thomas Sadoski are going to be parents Pascal Le Segretain  Getty Images Amanda Seyfried is pregnant expecting a child with fiance Thomas Sadoski her rep confirmed Wednesday The Ted 2 actress and,celebrity,0.9435262680053711
2016-11-30,"100,000+",The National Weather Service said a tornado touched down about seven miles north of Atlanta and was moving northeast about 40 miles per hour just before 2 pm according to the Associated Press Schools are sheltering students and faculty in hallways,tragedy,0.7311133742332458
2016-11-30,"200,000+",The 2016 cast includes 51 women from newcomer Bella Hadid to seasoned pro Adriana Lima Backstage chaos reigned before the show began as the women received final touches on makeup and hair the latter designed to reflect their natural strands this,celebrity,0.8894714117050171
2016-11-30,"50,000+",The Vikings coach will have emergency eye surgery on Wednesday night the team announced and his status for Thursday nights game is uncertain Mike Zimmer is having emergency eye surgery tonight general manager Rick Spielman said in a,health,0.9240760207176208
2016-12-01,"20,000+",The 25 Days of Christmas special begins today The shelter will feature one longstay canine each day who will have a reduced adoption fee of 25 from that day through Christmas Adopters must also purchase a 25 license as required by state law Some,bussiness,0.6695329546928406
2016-12-01,"20,000+",El Necaxa que volvió a Primera tras cinco años en el ascenso recibirá este jueves al América que va por una final que engalane su centenario en la ida de las semifinales del torneo Apertura 2016 del fútbol mexicano Después de pasar cinco años en,history,0.9024671912193298
2016-12-01,"20,000+",Ann Coulter the author and commentator who made her name by pushing a hardline antiimmigration stance and who praised Mr Trumps June 2015 speech accusing Mexicans of being rapists has taken to social media to warn Mr Trump to stick to his,politics,0.8944577574729919
2016-12-01,"50,000+",Former NASA astronaut Buzz Aldrin was evacuated from the South Pole on Thursday after falling ill during a visit with a tour group The 86yearold Aldrin arrived at a hospital in Christchurch New Zealand early Friday morning local time According to,health,0.6363292336463928
2016-12-01,"20,000+",Its time to officially kickoff the 2016 holiday season which means Christmas trees eggnog and of course A Charlie Brown Christmas Charles Schulzs 1965 classic has only gotten better with age as the perpetually endearing Charlie Brown searches,media and entertainment,0.8322151899337769
2016-12-01,"50,000+",Childish Gambinos third studio album Awaken My Love with the quotes ppl is now available to stream and own It comes on the heels of Donald Glovers FX series Atlanta hailed far and wide as one of 2016s greatest pieces of televised art,media and entertainment,0.8876028060913086
2016-12-01,"50,000+",In the days after McGregor gave up the title his head coach John Kavanagh said it was a shortsighted move by the UFC not to mention ridiculous to crown Aldo as champion after he got knocked out by the Irishman in just 13 seconds last December,sports,0.7395433783531189
2016-12-01,"50,000+",Retailers are lining up some enticing deals particularly around toys gift cards Christmas decorations jewelry and even electronics Plus December 16 is Free Shipping Day which has the participation of more than 720 retailers thus far according,bussiness,0.5273273587226868
2016-12-01,"200,000+",Dolly Parton one of country musics most enduring entertainers said she will donate 1000 a month to each family that has been left homeless by the wildfires that destroyed much of a town and left at least seven people dead in her home state,tragedy,0.8772833943367004
2016-12-01,"50,000+",Emily Ratajkowski is not happy with Jonathan Leder The modelactress sent out a flurry of tweets on Wednesday to criticize the recent publication of a series of photographs taken of her in May 2012 The pictures were taken by photographer Jonathan Leder,celebrity,0.8488031029701233
2016-12-01,"100,000+",Just two months ago J Cole claimed that his performance at Meadows Fest in New York would be his last show for a very long time At the time it was uncertain as to why he was stepping away for the limelight but an iTunes preorder page hints that,celebrity,0.7974244356155396
2016-12-01,"200,000+",Presidentelect Donald Trump said Thursday he has chosen retired Marine Gen James N Mattis who has said that responding to political Islam is the major security issue facing the United States to be secretary of defense We are going to appoint,military,0.9160973429679871
2016-12-01,"500,000+",Former USC running back Joe McKnight was shot and killed in Terrytown La a town outside New Orleans on Thursday afternoon according to the Jefferson Parish Sheriffs Office The killing is being investigated as a possible road rage incident said,tragedy,0.7448674440383911
2016-12-01,"200,000+",Adopting the name Kodak Black he went on to release several mixtapes creating a huge buzz in the process In 2015 Drake posted a video of himself dancing to Kodak Blacks Skrt He has also collaborated with other big names in hip hop including,media and entertainment,0.7993456125259399
2016-12-01,"20,000+",Megyn Kelly has long delivered the news Now as her contract talks with Fox News continue she will be forced to make a major decision about where she ought to be doing it The popular anchor whose Kelly File on Fox News snared 754000 viewers,media and entertainment,0.81036376953125
2016-12-01,"50,000+",AP  Scott Parel shot a 3under 69 on Thursday to take the thirdround lead in the PGA Tour Champions qualifying tournament The top five finishers Friday will be fully exempt and Nos 630 and ties will get associate membership and will have access,sports,0.3461237847805023
2016-12-01,"100,000+",The New England Patriots should be optimistic that Rob Gronkowski will make a full recovery from surgery to repair a herniated disc in his back but that likely wont happen in time for Gronkowski to return this season The team issued a statement late,sports,0.7656514644622803
2016-12-01,"20,000+",It was last summer that we first began compiling the reports on James Gunns mission to cast roughly every single character actor in Hollywood in upcoming horror thriller The Belko Experiment written by the Guardians Of The Galaxy director and helmed,media and entertainment,0.6540734767913818
2016-12-01,"200,000+",NASSAU the Bahamas  From the third fairway Tiger Woods struck a shot with his 5iron and froze on his followthrough tracking the ball as he did routinely in his prime The shot his second on the 572yard par 5 at Albany Golf Club on Thursday,celebrity,0.7095220685005188
2016-12-01,"100,000+",Charles Barkley has never been shy when it comes to criticizing the Golden State Warriors The 11time NBA allstar said in 2015 that the Warriors would be no competition for the legendary 19951996 Chicago Bulls squad that won 72 games According to,sports,0.9474992752075195
2016-12-02,"50,000+",Ive seen my fair share of faithbased films this year but Believe is the first one to not have had the customary Thursday night preview screenings In the Los Angeles area theater where it was advertised patrons showed up for 7 pm showings only to,religion,0.7509388327598572
2016-12-02,"50,000+",Not too long before Facebook Instagram Snapchat Twitter and YouTube became the goto destinations for music fans record labels released albums with exclusive bonus content And the now defunct Jive Recordshome to Backstreet Boys Britney Spears,media and entertainment,0.9627211689949036
2016-12-02,"50,000+",Not only was their AllStar point guard still nearly three weeks away from a return from his knee injury when the Cavs fell to New Orleans Washington and Miami in that stretch a year ago but James didnt play in one of those games either This on,sports,0.7769803404808044
2016-12-02,"100,000+",Death Strandings engine could be called Decima based on a logo spotted at the end of its newest trailer Although the logos significance has caused a debate among fans of director Hideo Kojima the man himself tweeted a video that suggests that,tragedy,0.9207677245140076
2016-12-02,"50,000+",We should probably enjoy it while we can While Spains El Clasico Barcelona vs Real Madrid isnt in any danger of losing its status as the biggest domestic league game in the world the particular frisson it has generated in the era of Lionel Messi,sports,0.9322668313980103
2016-12-02,"50,000+",Despite their breakup over a year ago Andrew Garfield still loves Emma Stone In a roundtable discussion with several other actors for The Hollywood Reporter Garfield 33 answered the final question Youre on a desert island and can have one,media and entertainment,0.498575896024704
2016-12-02,"20,000+",Hamilton LinManuel Mirandas Tony Grammy and Pulitzer Prizewinning hiphop musical about the founding fathers has a spinoff So dont worry Your weekend will be okay The Hamilton Mixtape released today includes covers by some of the shows,history,0.8355244398117065
2016-12-02,"20,000+",As Kevin Johnson takes over the reins from Starbucks CEO Howard Schultz hell be stepping into a role once filled by a visionary leader who earned his reputation building an iconic brand In an interview with CNBCs Squawk Box Schultz expressed,history,0.6621814966201782
2016-12-02,"50,000+",Donald Trump campaign manager Kellyanne Conway and Hillary Clinton campaign communications director Jennifer Palmieri got in a very heated argument Thursday at a forum hosted by Harvard Universitys Kennedy School of Government to talk about the,politics,0.9737749099731445
2016-12-02,"50,000+",but more importantly to the men women and families sitting around him who were there to support and celebrate Charlie Daniels and the efforts of raising money for the military veterans  some of who were in the audience Bryans rep said in a,military,0.7507482171058655
2016-12-02,"50,000+",The latest film in this tradition is Man Down directed by Dito Montiel Fighting which stars Shia LaBeouf as a soldier returning from war and dealing with his demons It is unfortunately a slight film more dependent on visual trickery than a,military,0.6431911587715149
2016-12-02,"100,000+",Mila Kunis and Ashton Kutcher announced the name of their second child a baby boy who arrived earlier this week E News exclusively broke the news that the Bad Moms star gave birth to her second bundle of joy in Los Angeles on Nov 30 and that both,celebrity,0.8919113278388977
2016-12-02,"50,000+",Just five days after he fulfilled his childhood dream of winning the Formula One world drivers championship Nico Rosberg unexpectedly announced on Friday that he was retiring from racing It was the first time a reigning champion had decided to leave,sports,0.7115985751152039
2016-12-02,"50,000+",While many are looking ahead a couple weeks to the release of Rogue One A Star Wars Story in just two weeks some may be looking forward to getting absolutey crazy with a raunchy Rrated holiday comedy and Office Christmas Party will try to come,media and entertainment,0.8224352598190308
2016-12-02,"200,000+",Colorados senior quarterback had been knocked out of the game on the Buffaloes first drive of the Pac12 championship game against Washington on Friday night at Levis Stadium with an injured right ankle His first attempt to rise from a crushing,sports,0.8654975295066833
2016-12-02,"50,000+",In this Oct 10 2016 file photo Taiwans President Tsai Ingwen delivers a speech during National Day celebrations in front of the Presidential Building in Taipei Taiwan Presidentelect Donald Trump spoke Dec 2 with the president of Taiwan,politics,0.311576783657074
2016-12-02,"50,000+",Please click on the following website links to be directed to the offers from the companies we featured and be sure to read the details Conditions and restrictions may apply If you have any specific questions about these details please contact with,travel,0.768383800983429
2016-12-02,"50,000+",Trevor Noah host of The Daily Show with Trevor Noah Paul ZimmermanGetty Images for Comedy Central The Daily Show host Trevor Noah had a wideranging conversation on his show Wednesday night that has gone viral His guest was Tomi Lahren,media and entertainment,0.6830108761787415
2016-12-02,"100,000+",Womenswear brand Victorias Secret has been accused of cultural appropriation and of designing racist lingerie by a lifestyle editor at Cosmopolitan magazine In an article Helin Jung executive lifestyle editor at the outlet criticized what she,fashion,0.7224538922309875
2016-12-02,"20,000+",Over the misgivings of a defense lawyer Judge Clifton B Newman who presided over a fourweek trial did not declare a mistrial in the case of the former officer Michael T Slager who shot and killed Walter L Scott in North Charleston SC on,tragedy,0.8277824521064758
2016-12-03,"200,000+",INDIANAPOLIS  The Big Ten championship game featured according to most rankings neither of the two best teams in the Big Ten and the result was flashes of brilliance amid sloppy play as Penn State defeated Wisconsin 3831 on Saturday night,sports,0.8501423001289368
2016-12-03,"50,000+",Firefighters worked into the night to put down a large fire that jumped from one building to another across a denselypopulated neighborhood in Cambridge Massachusetts on Saturday Heavy flames engulfed multifamily buildings including a former,tragedy,0.5095182061195374
2016-12-03,"100,000+",3 Clemson against No 9 Virginia Tech in the ACC Championship Game at Camping World Stadium in Orlando Check the scoreboard above for the final score and click on the stats link for game stats App users For the best mobile experience use the mobile,sports,0.7491292357444763
2016-12-03,"100,000+",Like the films first teaser the trailer doesnt dig into the sequels plot instead opting to spotlight the Guardians hijinks and banter including a long scene where Rocket Raccoon attempts to teach Baby Groot when to properly detonate a nuclear,bussiness,0.40141674876213074
2016-12-03,"50,000+",Its a Wonderful Life makes an effective stage piece as far as it goes Yet it stops short of transforming the storys emotions and drama into arresting music theater For all its liveliness and theatrical impact HGOs production cant make up for an,media and entertainment,0.38752272725105286
2016-12-03,"20,000+",Tonight CNN airs the documentary Enlighten Us The Rise and Fall of James Arthur Ray The film is a cautionary tale of a narcissistic and charismatic man Born the son of a holy roller protestant minister he used his genetic snake oil salesman gifts,tragedy,0.6140198707580566
2016-12-03,"200,000+",Praised by critics as high art and considered controversial by some because of its infamous X rating the 1972 film helmed by famed Italian director Bernardo Bertolucci is best remembered for an explicit rape scene After starting an anonymous sexual,crime,0.6991084218025208
2016-12-03,"20,000+",ANAHEIM CalilforniaAfter a week of teases and leaks Capcom confirmed on Saturday that its longrunning fighting series Marvel Vs Capcom would receive a sequel in 2017 The announcement came during the kickoff panel at this weekends PlayStation,media and entertainment,0.8967742919921875
2016-12-03,"100,000+",It was dispiriting enough for Navy to lose to visiting Temple 3410 in the American Athletic Conference football championship on Saturday afternoon Compounding the misery were seasonending injuries to a pair of starters none more pressing than,sports,0.7730269432067871
2016-12-03,"200,000+",OAKLAND Calif  California officials fear dozens may have died in a massive fire that swept through an Oakland warehouse where a concert was taking place Friday night Nine people have been confirmed dead and dozens of others remain missing,tragedy,0.7471300959587097
2016-12-03,"100,000+",The Sooners blew out Oklahoma State to clinch the Big 12 title grabbing their second consecutive conference championship That effort was led by quarterback Baker Mayfield who was spectacular throwing for 288 yards and three touchdowns,sports,0.7217835187911987
2016-12-03,"500,000+",BARCELONA Spain  Sergio Ramos stepped up in a major match once more for Real Madrid scoring in the 90th minute to secure a 11 draw at Barcelona on Saturday in the Spanish league He never gives up Real Madrid Coach Zinedine Zidane said,sports,0.7366241812705994
2016-12-03,"200,000+",ATLANTA AP  This was merely an annoyance for Alabama a chance to add another trophy to its overflowing cases The Crimson Tide did just enough things wrong to give Nick Saban something to complain about over the next month but in the end it was,sports,0.7431496381759644
2016-12-03,"50,000+",Well that was fast The Donald Trumpthemed cold opens keep coming on Saturday Night Live this week with more jokes lobbed at the presidentelect for his prolific Twitter account Within an hour of air time Trump had responded on you guessed it,politics,0.7594197392463684
2016-12-03,"50,000+",While Emma Stone is a superstar of young Hollywood at age 28 her Saturday Night Live companion this weekend was even younger Shawn Mendes made his SNL debut at just age 18 on Saturday night as the musical guest alongside host Stone,celebrity,0.8943138122558594
2016-12-03,"200,000+",Im gonna find and Im gonna kill every last one of them she replies her eyes cold If I had to guess Id say Ellie is the main protagonist in the second game now that shes older and tougher This would be a nice change from the first game where,crime,0.8561108112335205
2016-12-03,"100,000+",UCLA upset topranked Kentucky in Kentucky on Saturday controlling the second half en route to a 9792 win It was a clash of college basketball bluebloods  Kentucky boasts more wins than any other program while UCLA boasts the most national titles,sports,0.8943055272102356
2016-12-03,"20,000+",Mara Mather a professor of gerontology and psychology at USC described Tjan as an affable caring presence on campus He always found time to aid students and professors despite a breathless schedule In many ways she said Tjan was the centers,education,0.695338785648346
2016-12-03,"20,000+",Saturdays SEC title game wasnt just another chance for undefeated Alabama to display its dominance it also served as a sendoff for Verne Lundquist The 76yearold announcer was in his final season calling the conferences football games for CBS,sports,0.9430816173553467
2016-12-03,"100,000+",DETROIT  When PJ Fleck was hired as Western Michigan Universitys football coach in December 2012 he spoke of a sixhour radius from which the Broncos would base their recruiting efforts Four years later Fleck has held true to his word A glance,sports,0.8542326092720032
2016-12-04,"50,000+",Liga MXs match between America vs Necaxa will be shown live on US television and streaming Club America is just one game away from reaching the 2016 Liga MX Apertura Liguilla Final In its path is Necaxa who got a 11 result against Club America on,sports,0.8965302109718323
2016-12-04,"200,000+",Prominent North Texas attorney Brian Loncar was found dead early Sunday just two days after his daughters funeral News 8 has learned The Dallas County medical examiner confirmed Loncars death but didnt provide details There was police activity,tragedy,0.8692903518676758
2016-12-04,"100,000+",SEATTLE  Cam Newton was benched for the Carolina Panthers first offensive play Sunday night because he failed to wear a tie on the teams flight from northern California to Seattle on Friday But Newton explained it was really about the shirt,fashion,0.40010738372802734
2016-12-04,"500,000+",The Army said it would look for alternative routes for the 37 billion Dakota Access pipeline Construction of the route a halfmile from the Standing Rock Sioux reservation has become a global flash point for environmental and indigenous activism,environment,0.8006282448768616
2016-12-04,"200,000+",Detroit Lions coach Jim Caldwell complimented his accuracy while pumping up his legacy Defensive coordinator Teryl Austin broke down how badly he makes a defense pay for wrong guesses And safety Glover Quin was effusive in praising the tricks he,history,0.40207749605178833
2016-12-04,"100,000+",CINCINNATI  Philadelphia Eagles head coach Doug Pederson delivered a message after last weeks home loss to the Green Bay Packers telling the locker room that the final month of the regular season will show who wants to be here and who doesnt,sports,0.7766128778457642
2016-12-04,"200,000+",The Seahawks romped past the Panthers on Sunday 407 but the win came at a high price Free safety Earl Thomas a threetime firstteam allpro and arguably the best player in the NFL at his position suffered a broken leg Panthers bench Cam Newton,tragedy,0.5879210829734802
2016-12-04,"500,000+",GREEN BAY Wis  The Green Bay Packers picked a fine time  and the unlikeliest of times  for a 98yard touchdown drive The Packers snapped a 77 tie with their longest touchdown drive of the season then backed it up with an 89yard touchdown,sports,0.8211610317230225
